series,celebrity,professional,week,dance,dance_style,song,artist,total_score,craig,len,bruno,arlene,alesha,darcey,shirley,motsi,anton,verdict,celeb_dob,celeb_age,celeb_gender,pro_gender,same_sex
8,Pamela Stephenson,James Jordan,8,American Smooth,Ballroom,"Perhaps, Perhaps, Perhaps",Doris Day,37,8.0,9.0,10.0,,10.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Ann Widdecombe,Anton Du Beke,8,Samba,Latin,Heaven Must Be Missing an Angel,Tavares,13,1.0,5.0,4.0,,3.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Kara Tointon,Artem Chigvintsev,9,Jive,Latin,Runaround Sue,Dion,34,7.0,9.0,9.0,,9.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Ann Widdecombe,Anton Du Beke,9,Rumba,Latin,My Heart Will Go On,Celine Dion,14,1.0,5.0,5.0,,3.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Patsy Kensit,Robin Windsor,9,Argentine Tango,Latin,They,Jem,30,7.0,8.0,8.0,,7.0,,,,,eliminated,1968-03-04,42.0,F,M,False
8,Scott Maslen,Natalie Lowe,9,American Smooth,Ballroom,Fly Me to the Moon,Frank Sinatra,31,6.0,7.0,9.0,,9.0,,,,,safe,1971-06-25,39.0,M,F,False
8,Gavin Henson,Katya Virshilas,9,Jive,Latin,Hey Ya!,Outkast,22,3.0,6.0,7.0,,6.0,,,,,bottom-two,1982-02-01,28.0,M,F,False
8,Matt Baker,Aliona Vilani,9,American Smooth,Ballroom,Empire State of Mind (Part II) Broken Down,Alicia Keys,33,8.0,8.0,8.0,,9.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Pamela Stephenson,James Jordan,9,Charleston,Other,Let's Misbehave,Easy Virtue Orchestra,38,9.0,9.0,10.0,,10.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Scott Maslen,Natalie Lowe,10,Paso Doble,Latin,"""James Bond Theme""",,35,8.0,9.0,9.0,,9.0,,,,,bottom-two,1971-06-25,39.0,M,F,False
8,Ann Widdecombe,Anton Du Beke,10,American Smooth,Ballroom,"""Hello, Dolly!""",,14,2.0,5.0,4.0,,3.0,,,,,eliminated,1947-10-04,62.0,F,M,False
8,Matt Baker,Aliona Vilani,10,Jive,Latin,"""Soul Bossa Nova""",,35,8.0,9.0,9.0,,9.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Pamela Stephenson,James Jordan,10,Viennese Waltz,Ballroom,"""Unchained Melody""",,40,10.0,10.0,10.0,,10.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Gavin Henson,Katya Virshilas,10,Foxtrot,Ballroom,"""Minnie the Moocher""",,33,7.0,9.0,9.0,,8.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Kara Tointon,Artem Chigvintsev,10,Tango,Ballroom,"""El Tango de Roxanne""",,38,9.0,9.0,10.0,,10.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Pamela Stephenson,James Jordan,11,Paso Doble,Latin,Bad Romance,Lady Gaga,35,8.0,9.0,9.0,,9.0,,,,,,1949-12-04,60.0,F,M,False
8,Kara Tointon,Artem Chigvintsev,11,Viennese Waltz,Ballroom,Stop!,Sam Brown,39,9.0,10.0,10.0,,10.0,,,,,,1983-08-05,27.0,F,M,False
8,Gavin Henson,Katya Virshilas,11,Samba,Latin,Bamboleo,Gipsy Kings,27,6.0,7.0,7.0,,7.0,,,,,,1982-02-01,28.0,M,F,False
8,Scott Maslen,Natalie Lowe,11,Argentine Tango,Latin,Época,Gotan Project,33,8.0,8.0,8.0,,9.0,,,,,,1971-06-25,39.0,M,F,False
8,Matt Baker,Aliona Vilani,11,Salsa,Latin,Spinning Around,Kylie Minogue,28,7.0,7.0,7.0,,7.0,,,,,,1977-12-23,32.0,M,F,False
8,Gavin Henson,Katya Virshilas,11,Swing-A-Thon(Swing Marathon),Other,In the Mood,Glenn Miller,1,,,,,,,,,,eliminated,1982-02-01,28.0,M,F,False
8,Scott Maslen,Natalie Lowe,11,,Other,,,2,,,,,,,,,,,1971-06-25,39.0,M,F,False
8,Pamela Stephenson,James Jordan,11,,Other,,,3,,,,,,,,,,,1949-12-04,60.0,F,M,False
8,Matt Baker,Aliona Vilani,11,,Other,,,4,,,,,,,,,,,1977-12-23,32.0,M,F,False
8,Kara Tointon,Artem Chigvintsev,11,,Other,,,5,,,,,,,,,,,1983-08-05,27.0,F,M,False
8,Matt Baker,Aliona Vilani,12,Samba,Latin,Young Hearts Run Free,Candi Staton,38,9.0,9.0,10.0,,10.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Matt Baker,Aliona Vilani,12,Showdance,Other,I Like The Way (You Move),BodyRockers,34,7.0,9.0,9.0,,9.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Kara Tointon,Artem Chigvintsev,12,Rumba,Latin,Samba Pa Ti,Carlos Santana,39,9.0,10.0,10.0,,10.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Kara Tointon,Artem Chigvintsev,12,Showdance,Other,Don't Stop Me Now,Queen,36,9.0,9.0,9.0,,9.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Pamela Stephenson,James Jordan,12,Viennese Waltz,Ballroom,Unchained Melody,The Righteous Brothers,40,10.0,10.0,10.0,,10.0,,,,,,1949-12-04,60.0,F,M,False
8,Pamela Stephenson,James Jordan,12,Showdance,Other,(I've Had) The Time of My Life,from Dirty Dancing,37,9.0,9.0,9.0,,10.0,,,,,runner-up,1949-12-04,60.0,F,M,False
9,Holly Valance,Artem Chigvintsev,1,Cha-Cha-Cha,Latin,Who's That Chick?,"David Guetta, feat. Rihanna",28,6.0,7.0,8.0,,7.0,,,,,,1983-05-11,28.0,F,M,False
9,Dan Lobb,Katya Virshilas,1,Waltz,Ballroom,Are You Lonesome Tonight?,Elvis Presley,24,4.0,7.0,7.0,,6.0,,,,,,1972-01-07,39.0,M,F,False
9,Lulu,Brendan Cole,1,Cha-Cha-Cha,Latin,I've Got The Music in Me,Kiki Dee,17,2.0,5.0,5.0,,5.0,,,,,,1948-11-03,62.0,F,M,False
9,Audley Harrison,Natalie Lowe,1,Waltz,Ballroom,Angel,Sarah McLachlan,20,3.0,5.0,6.0,,6.0,,,,,,1971-10-26,39.0,M,F,False
9,Robbie Savage,Ola Jordan,1,Cha-Cha-Cha,Latin,Bad Boys,"Alexandra Burke, feat. Flo Rida",19,2.0,6.0,6.0,,5.0,,,,,,1974-10-18,36.0,M,F,False
9,Anita Dobson,Robin Windsor,1,Waltz,Ballroom,Three Times a Lady,Commodores,28,7.0,7.0,7.0,,7.0,,,,,,1949-04-29,62.0,F,M,False
9,Russell Grant,Flavia Cacace,1,Cha-Cha-Cha,Latin,Venus,Bananarama,21,4.0,5.0,6.0,,6.0,,,,,,1951-02-05,60.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,2,Salsa,Latin,Higher,"Taio Cruz, feat. Kylie Minogue",29,7.0,7.0,8.0,,7.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Edwina Currie,Vincent Simone,2,Foxtrot,Ballroom,Buona Sera,Dean Martin,19,4.0,5.0,5.0,,5.0,,,,,eliminated,1946-10-13,64.0,F,M,False
9,Audley Harrison,Natalie Lowe,2,Salsa,Latin,Don't Stop 'Til You Get Enough,Michael Jackson,23,5.0,6.0,6.0,,6.0,,,,,bottom-two,1971-10-26,39.0,M,F,False
9,Alex Jones,James Jordan,2,Foxtrot,Ballroom,Have You Met Miss Jones?,Frank Sinatra,29,6.0,8.0,7.0,,8.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Dan Lobb,Katya Virshilas,2,Salsa,Latin,Upside Down,Diana Ross,21,4.0,6.0,6.0,,5.0,,,,,safe,1972-01-07,39.0,M,F,False
9,Lulu,Brendan Cole,2,Foxtrot,Ballroom,Breakeven,The Script,25,5.0,6.0,7.0,,7.0,,,,,safe,1948-11-03,62.0,F,M,False
9,Holly Valance,Artem Chigvintsev,2,Salsa,Latin,Mas Que Nada,Sergio Mendes & The Black Eyed Peas,30,7.0,7.0,8.0,,8.0,,,,,safe,1983-05-11,28.0,F,M,False
9,Rory Bremner,Erin Boag,2,Salsa,Latin,Vehicle,The Ides of March,22,4.0,6.0,6.0,,6.0,,,,,safe,1961-04-06,50.0,M,F,False
9,Robbie Savage,Ola Jordan,2,Foxtrot,Ballroom,Ain't That a Kick in the Head?,Dean Martin,29,7.0,8.0,7.0,,7.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Anita Dobson,Robin Windsor,2,Salsa,Latin,"Jump in the Line (Shake, Senora)",Harry Belafonte,28,7.0,7.0,7.0,,7.0,,,,,safe,1949-04-29,62.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,2,Foxtrot,Ballroom,Why Don't You Do Right,Peggy Lee,33,8.0,8.0,9.0,,8.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Nancy Dell'Olio,Anton Du Beke,2,Salsa,Latin,Papa Loves Mambo,Perry Como,14,3.0,5.0,2.0,,4.0,,,,,safe,1961-08-23,50.0,F,M,False
9,Harry Judd,Aliona Vilani,2,Foxtrot,Ballroom,Just the Way You Are,Bruno Mars,27,6.0,6.0,8.0,,7.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Russell Grant,Flavia Cacace,2,Salsa,Latin,Dancing Queen,ABBA,25,6.0,6.0,6.0,,7.0,,,,,safe,1951-02-05,60.0,M,F,False
9,Holly Valance,Artem Chigvintsev,3,Tango,Ballroom,"""Cell Block Tango""",,30,7.0,8.0,7.0,,8.0,,,,,safe,1983-05-11,28.0,F,M,False
9,Dan Lobb,Katya Virshilas,3,Viennese Waltz,Ballroom,"""Somebody to Love""",,24,5.0,7.0,6.0,,6.0,,,,,eliminated,1972-01-07,39.0,M,F,False
9,Anita Dobson,Robin Windsor,3,Jive,Latin,"""You Can't Stop the Beat""",,27,6.0,7.0,7.0,,7.0,,,,,safe,1949-04-29,62.0,F,M,False
9,Alex Jones,James Jordan,3,Viennese Waltz,Ballroom,"""Memory""",,32,8.0,8.0,8.0,,8.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Rory Bremner,Erin Boag,3,Quickstep,Ballroom,"""Top Hat, White Tie and Tails""",,31,7.0,8.0,8.0,,8.0,,,,,safe,1961-04-06,50.0,M,F,False
9,Lulu,Brendan Cole,3,Rumba,Latin,"""All I Ask of You""",,26,5.0,7.0,7.0,,7.0,,,,,safe,1948-11-03,62.0,F,M,False
9,Nancy Dell'Olio,Anton Du Beke,3,Tango,Ballroom,"""Be Italian""",,20,4.0,5.0,5.0,,6.0,,,,,bottom-two,1961-08-23,50.0,F,M,False
9,Audley Harrison,Natalie Lowe,3,Quickstep,Ballroom,"""Too Darn Hot""",,24,5.0,6.0,6.0,,7.0,,,,,safe,1971-10-26,39.0,M,F,False
9,Robbie Savage,Ola Jordan,3,Tango,Ballroom,"""Gimme! Gimme! Gimme! (A Man After Midnight)""",,30,7.0,7.0,8.0,,8.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Russell Grant,Flavia Cacace,3,Foxtrot,Ballroom,"""Don't Rain on My Parade""",,28,6.0,7.0,7.0,,8.0,,,,,safe,1951-02-05,60.0,M,F,False
9,Jason Donovan,Kristina Rihanoff,3,Tango,Ballroom,"""I Will Survive""",,36,9.0,9.0,9.0,,9.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,3,Cha-Cha-Cha,Latin,"""Beggin'""",,30,6.0,8.0,8.0,,8.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Harry Judd,Aliona Vilani,3,Jive,Latin,"""Greased Lightnin'""",,33,8.0,8.0,9.0,,8.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Jason Donovan,Kristina Rihanoff,4,Paso Doble,Latin,I Want It All,Queen,27,6.0,7.0,7.0,,7.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Alex Jones,James Jordan,4,Rumba,Latin,Run,Leona Lewis,25,4.0,7.0,7.0,,7.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Rory Bremner,Erin Boag,4,Cha-Cha-Cha,Latin,Dance to the Music,Sly and the Family Stone,24,4.0,7.0,6.0,,7.0,,,,,eliminated,1961-04-06,50.0,M,F,False
9,Audley Harrison,Natalie Lowe,4,Foxtrot,Ballroom,I Just Don't Know What to Do with Myself,Dusty Springfield,25,6.0,7.0,6.0,,6.0,,,,,safe,1971-10-26,39.0,M,F,False
9,Nancy Dell'Olio,Anton Du Beke,4,Paso Doble,Latin,Rodrigo's Guitar Concerto,Joaquín Rodrigo,18,3.0,5.0,5.0,,5.0,,,,,bottom-two,1961-08-23,50.0,F,M,False
9,Lulu,Brendan Cole,4,Samba,Latin,Sir Duke,Stevie Wonder,25,5.0,6.0,7.0,,7.0,,,,,safe,1948-11-03,62.0,F,M,False
9,Holly Valance,Artem Chigvintsev,4,Viennese Waltz,Ballroom,Cry Me Out,Pixie Lott,30,7.0,7.0,8.0,,8.0,,,,,safe,1983-05-11,28.0,F,M,False
9,Chelsee Healey,Pasha Kovalev,4,Quickstep,Ballroom,Sing Sing Sing,Benny Goodman,36,9.0,9.0,9.0,,9.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Harry Judd,Aliona Vilani,4,Waltz,Ballroom,Come Away with Me,Norah Jones,35,8.0,8.0,10.0,,9.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Anita Dobson,Robin Windsor,4,American Smooth,Ballroom,I've Got You Under My Skin,Frank Sinatra,32,8.0,8.0,8.0,,8.0,,,,,safe,1949-04-29,62.0,F,M,False
9,Robbie Savage,Ola Jordan,4,Jive,Latin,Love Man,Otis Redding,27,5.0,8.0,7.0,,7.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Russell Grant,Flavia Cacace,4,Tango,Ballroom,Sweet Dreams (Are Made of This),Eurythmics,24,5.0,6.0,6.0,,7.0,,,,,safe,1951-02-05,60.0,M,F,False
9,Russell Grant,Flavia Cacace,5,Samba,Latin,Better the Devil You Know,Kylie Minogue,22,4.0,6.0,6.0,,6.0,,,,,safe,1951-02-05,60.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,5,Tango,Ballroom,Love Potion No. 9,The Clovers,32,7.0,8.0,9.0,,8.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Audley Harrison,Natalie Lowe,5,Jive,Latin,Prologue (Little Shop of Horrors),from Little Shop of Horrors,20,3.0,6.0,6.0,,5.0,,,,,bottom-two,1971-10-26,39.0,M,F,False
9,Alex Jones,James Jordan,5,Paso Doble,Latin,Bring Me to Life,Evanescence,31,7.0,8.0,8.0,,8.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Holly Valance,Artem Chigvintsev,5,American Smooth,Ballroom,Swan Lake,Pyotr Ilyich Tchaikovsky,35,8.0,9.0,9.0,,9.0,,,,,safe,1983-05-11,28.0,F,M,False
9,Nancy Dell'Olio,Anton Du Beke,5,Rumba,Latin,Spooky,Dusty Springfield,14,2.0,5.0,3.0,,4.0,,,,,eliminated,1961-08-23,50.0,F,M,False
9,Harry Judd,Aliona Vilani,5,Tango,Ballroom,Psycho Killer,Talking Heads,34,8.0,7.0,10.0,,9.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Robbie Savage,Ola Jordan,5,Paso Doble,Latin,Bad,Michael Jackson,26,4.0,7.0,8.0,,7.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Anita Dobson,Robin Windsor,5,Tango,Ballroom,Devil Woman,Cliff Richard,31,7.0,8.0,8.0,,8.0,,,,,safe,1949-04-29,62.0,F,M,False
9,Lulu,Brendan Cole,5,Paso Doble,Latin,Highway to Hell,AC/DC,29,6.0,7.0,8.0,,8.0,,,,,safe,1948-11-03,62.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,5,Quickstep,Ballroom,Bewitched,Steve Lawrence,37,9.0,9.0,10.0,,9.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Lulu,Brendan Cole,6,Tango,Ballroom,Kiss,Prince,27,5.0,8.0,7.0,,7.0,,,,,eliminated,1948-11-03,62.0,F,M,False
9,Audley Harrison,Natalie Lowe,6,Viennese Waltz,Ballroom,I'm With You,Avril Lavigne,27,5.0,8.0,7.0,,7.0,,,,,bottom-two,1971-10-26,39.0,M,F,False
9,Harry Judd,Aliona Vilani,6,Samba,Latin,I Wish,Stevie Wonder,33,8.0,9.0,8.0,,8.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Anita Dobson,Robin Windsor,6,Charleston,Other,I Got Rhythm,George Gershwin,31,7.0,8.0,8.0,,8.0,,,,,safe,1949-04-29,62.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,6,Rumba,Latin,Killing Me Softly with His Song,The Fugees,28,6.0,8.0,7.0,,7.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Alex Jones,James Jordan,6,Quickstep,Ballroom,It Don't Mean a Thing (If It Ain't Got That Swing),Duke Ellington,31,7.0,8.0,8.0,,8.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Robbie Savage,Ola Jordan,6,Waltz,Ballroom,Love Ain't Here Anymore,Take That,29,6.0,8.0,8.0,,7.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Russell Grant,Flavia Cacace,6,Paso Doble,Latin,Carmen,Georges Bizet,24,4.0,7.0,6.0,,7.0,,,,,safe,1951-02-05,60.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,6,Charleston,Other,"Five Foot Two, Eyes of Blue",Gene Austin,36,9.0,9.0,9.0,,9.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Holly Valance,Artem Chigvintsev,6,Jive,Latin,Runaway Baby,Bruno Mars,34,8.0,9.0,8.0,,9.0,,,,,safe,1983-05-11,28.0,F,M,False
9,Alex Jones,James Jordan,7,Jive,Latin,"River Deep, Mountain High",Ike & Tina Turner,31,7.0,8.0,8.0,,8.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Robbie Savage,Ola Jordan,7,American Smooth,Ballroom,Sway,Pussycat Dolls,31,7.0,8.0,8.0,,8.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Audley Harrison,Natalie Lowe,7,Cha-Cha-Cha,Latin,Uptight (Everything's Alright),Stevie Wonder,20,3.0,6.0,6.0,,5.0,,,,,eliminated,1971-10-26,39.0,M,F,False
9,Harry Judd,Aliona Vilani,7,Argentine Tango,Latin,Asi se baila el tango,from Take the Lead,37,9.0,8.0,10.0,,10.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Jason Donovan,Kristina Rihanoff,7,Viennese Waltz,Ballroom,Iris,Goo Goo Dolls,35,8.0,9.0,9.0,,9.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,7,Foxtrot,Ballroom,Doesn't Mean Anything,Alicia Keys,36,9.0,8.0,10.0,,9.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Anita Dobson,Robin Windsor,7,Argentine Tango,Latin,Tango,from Cirque du Soleil,33,7.0,9.0,8.0,,9.0,,,,,bottom-two,1949-04-29,62.0,F,M,False
9,Holly Valance,Brendan Cole,7,Rumba,Latin,Leave Right Now,Will Young,34,8.0,8.0,9.0,,9.0,,,,,safe,1983-05-11,28.0,F,M,False
9,Russell Grant,Flavia Cacace,7,American Smooth,Ballroom,I Am What I Am,Gloria Gaynor,26,5.0,7.0,7.0,,7.0,,,,,safe,1951-02-05,60.0,M,F,False
9,Robbie Savage,Ola Jordan,8,Salsa,Latin,Let Me Entertain You,Robbie Williams,26,5.0,7.0,7.0,,7.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Alex Jones,James Jordan,8,Tango,Ballroom,Relax,Frankie Goes to Hollywood,35,8.0,9.0,9.0,,9.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Holly Valance,Artem Chigvintsev,8,Quickstep,Ballroom,Valerie,"Mark Ronson, feat. Amy Winehouse",31,7.0,8.0,8.0,,8.0,,,,,bottom-two,1983-05-11,28.0,F,M,False
9,Anita Dobson,Robin Windsor,8,Samba,Latin,Come On Eileen,Dexys Midnight Runners,27,6.0,7.0,7.0,,7.0,,,,,safe,1949-04-29,62.0,F,M,False
9,Harry Judd,Aliona Vilani,8,Salsa,Latin,I'm Still Standing,Elton John,34,8.0,8.0,9.0,,9.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Russell Grant,Flavia Cacace,8,Jive,Latin,Reach,S Club 7,24,5.0,6.0,6.0,,7.0,,,,,eliminated,1951-02-05,60.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,8,Samba,Latin,Spice Up Your Life,Spice Girls,35,8.0,9.0,9.0,,9.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,8,Jive,Latin,Wake Me Up Before You Go,"Go"" — Wham!",34,8.0,8.0,9.0,,9.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Anita Dobson,Brendan Cole,9,Cha-Cha-Cha,Latin,Uptown Girl,Billy Joel,30,7.0,8.0,7.0,,8.0,,,,,eliminated,1949-04-29,62.0,F,M,False
9,Holly Valance,Artem Chigvintsev,9,Foxtrot,Ballroom,Mamma Knows Best,Jessie J,34,8.0,8.0,9.0,,9.0,,,,,bottom-two,1983-05-11,28.0,F,M,False
9,Alex Jones,James Jordan,9,Charleston,Other,Me and My Baby,from Chicago,29,6.0,7.0,8.0,,8.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Robbie Savage,Ola Jordan,9,Samba,Latin,You Sexy Thing,Hot Chocolate,25,5.0,7.0,7.0,,6.0,,,,,safe,1974-10-18,36.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,9,Argentine Tango,Latin,Una Musica Brutal,Gotan Project,35,8.0,9.0,9.0,,9.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,9,Charleston,Other,"Yes Sir, That's My Baby",Eddie Cantor,36,9.0,9.0,9.0,,9.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Harry Judd,Aliona Vilani,9,Quickstep,Ballroom,Don't Get Me Wrong,Pretenders,39,9.0,10.0,10.0,,10.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Robbie Savage,Ola Jordan,9,Swing-A-Thon(Swing Marathon),Other,Chattanooga Choo Choo,Glenn Miller,1,,,,,,,,,,,1974-10-18,36.0,M,F,False
9,Anita Dobson,Brendan Cole,9,,Other,,,2,,,,,,,,,,eliminated,1949-04-29,62.0,F,M,False
9,Holly Valance,Artem Chigvintsev,9,,Other,,,3,,,,,,,,,,,1983-05-11,28.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,9,,Other,,,4,,,,,,,,,,,1968-06-01,43.0,M,F,False
9,Alex Jones,James Jordan,9,,Other,,,5,,,,,,,,,,,1977-03-18,34.0,F,M,False
9,Chelsee Healey,Pasha Kovalev,9,,Other,,,6,,,,,,,,,,,1988-08-06,23.0,F,M,False
9,Harry Judd,Aliona Vilani,9,,Other,,,7,,,,,,,,,,,1985-12-23,25.0,M,F,False
9,Robbie Savage,Ola Jordan,10,Quickstep,Ballroom,"""Little Green Bag""",,30,7.0,7.0,8.0,,8.0,,,,,eliminated,1974-10-18,36.0,M,F,False
9,Harry Judd,Aliona Vilani,10,Rumba,Latin,"""(Everything I Do) I Do It for You""",,36,9.0,9.0,9.0,,9.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Alex Jones,James Jordan,10,American Smooth,Ballroom,"""Oh, Pretty Woman""",,34,8.0,8.0,9.0,,9.0,,,,,safe,1977-03-18,34.0,F,M,False
9,Holly Valance,Artem Chigvintsev,10,Paso Doble,Latin,"""The Plaza of Execution""",,38,9.0,9.0,10.0,,10.0,,,,,safe,1983-05-11,28.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,10,American Smooth,Ballroom,"""Singin' in the Rain""",,37,9.0,9.0,9.0,,10.0,,,,,bottom-two,1968-06-01,43.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,10,Jive,Latin,"""I'm a Believer""",,39,9.0,10.0,10.0,,10.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Harry Judd,Aliona Vilani,11,Charleston,Other,I'm Just Wild About Harry,Peggy Lee,39,9.0,10.0,10.0,,10.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Harry Judd,Aliona Vilani,11,Viennese Waltz,Ballroom,This Year's Love,David Gray,39,9.0,10.0,10.0,,10.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Alex Jones,James Jordan,11,Waltz,Ballroom,(You Make Me Feel Like A) Natural Woman,Aretha Franklin,34,7.0,9.0,9.0,,9.0,,,,,eliminated,1977-03-18,34.0,F,M,False
9,Alex Jones,James Jordan,11,Salsa,Latin,1,"2–3"" — Gloria Estefan",31,7.0,8.0,8.0,,8.0,,,,,eliminated,1977-03-18,34.0,F,M,False
9,Chelsee Healey,Pasha Kovalev,11,American Smooth,Ballroom,Time After Time,Cyndi Lauper,36,8.0,9.0,10.0,,9.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Chelsee Healey,Pasha Kovalev,11,Paso Doble,Latin,Malagueña,101 Strings Orchestra,40,10.0,10.0,10.0,,10.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Holly Valance,Artem Chigvintsev,11,Argentine Tango,Latin,Por una Cabeza,Carlos Gardel,36,9.0,9.0,9.0,,9.0,,,,,eliminated,1983-05-11,28.0,F,M,False
9,Holly Valance,Artem Chigvintsev,11,Charleston,Other,We No Speak Americano,Yolanda Be Cool & DCUP,34,8.0,8.0,9.0,,9.0,,,,,eliminated,1983-05-11,28.0,F,M,False
9,Jason Donovan,Kristina Rihanoff,11,Samba,Latin,Blame It on the Boogie,The Jackson 5,34,8.0,9.0,9.0,,8.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Jason Donovan,Kristina Rihanoff,11,Argentine Tango,Latin,Assassin's Tango,John Powell,40,10.0,10.0,10.0,,10.0,,,,,safe,1968-06-01,43.0,M,F,False
9,Harry Judd,Aliona Vilani,12,Quickstep,Ballroom,Don't Get Me Wrong,Pretenders,40,10.0,10.0,10.0,,10.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Harry Judd,Aliona Vilani,12,Showdance,Other,Great Balls of Fire,Jerry Lee Lewis,37,9.0,9.0,10.0,,9.0,,,,,safe,1985-12-23,25.0,M,F,False
9,Jason Donovan,Kristina Rihanoff,12,Tango,Ballroom,I Will Survive,"from Priscilla, Queen of the Desert",38,9.0,10.0,10.0,,9.0,,,,,,1968-06-01,43.0,M,F,False
9,Jason Donovan,Kristina Rihanoff,12,Showdance,Other,Dancin' Fool,Barry Manilow,40,10.0,10.0,10.0,,10.0,,,,,runner-up,1968-06-01,43.0,M,F,False
9,Chelsee Healey,Pasha Kovalev,12,Jive,Latin,I'm A Believer,from Shrek,39,9.0,10.0,10.0,,10.0,,,,,safe,1988-08-06,23.0,F,M,False
9,Chelsee Healey,Pasha Kovalev,12,Showdance,Other,One Night Only,from Dreamgirls,36,9.0,9.0,9.0,,9.0,,,,,safe,1988-08-06,23.0,F,M,False
10,Fern Britton,Artem Chigvintsev,1,Cha-Cha-Cha,Latin,"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,19,4.0,5.0,5.0,,,5.0,,,,,1957-07-17,55.0,F,M,False
10,Nicky Byrne,Karen Hauer,1,Waltz,Ballroom,I Wonder Why,Curtis Stigers,17,2.0,5.0,5.0,,,5.0,,,,,1978-10-09,33.0,M,F,False
10,Victoria Pendleton,Brendan Cole,1,Cha-Cha-Cha,Latin,Spinning Around,Kylie Minogue,16,3.0,5.0,4.0,,,4.0,,,,,1980-09-24,31.0,F,M,False
