series,celebrity,professional,week,dance,dance_style,song,artist,total_score,craig,len,bruno,arlene,alesha,darcey,shirley,motsi,anton,verdict,celeb_dob,celeb_age,celeb_gender,pro_gender,same_sex
14,Ed Balls,Katya Jones,4,Paso Doble,Latin,Holding Out for a Hero,Bonnie Tyler,16,2.0,5.0,4.0,,,5.0,,,,safe,1967-02-25,49.0,M,F,False
14,Naga Munchetty,Pasha Kovalev,4,Charleston,Other,Minnie the Mermaid,Firehouse Five Plus Two,24,5.0,7.0,6.0,,,6.0,,,,eliminated,1975-01-01,41.0,F,M,False
14,Louise Redknapp,Kevin Clifton,4,Foxtrot,Ballroom,Tears Dry on Their Own,Amy Winehouse,33,8.0,8.0,9.0,,,8.0,,,,safe,1974-11-04,41.0,F,M,False
14,Danny Mac,Oti Mabuse,4,Quickstep,Ballroom,I Won't Dance,Fred Astaire,36,9.0,9.0,9.0,,,9.0,,,,safe,1988-02-26,28.0,M,F,False
14,Daisy Lowe,Aljaž Škorjanec,4,Rumba,Latin,Careless Whisper,George Michael,31,7.0,8.0,8.0,,,8.0,,,,safe,1989-01-27,27.0,F,M,False
14,Judge Rinder,Oksana Platero,4,Viennese Waltz,Ballroom,Boom Bang,"a-Bang"" — Lulu",27,6.0,7.0,7.0,,,7.0,,,,safe,1978-05-31,38.0,M,F,False
14,Lesley Joseph,Anton Du Beke,4,Charleston,Other,Won't You Charleston with Me?,from The Boy Friend,31,7.0,8.0,8.0,,,8.0,,,,safe,1945-10-14,70.0,F,M,False
14,Ore Oduba,Joanne Clifton,4,Jive,Latin,Runaway Baby,Bruno Mars,39,9.0,10.0,10.0,,,10.0,,,,safe,1985-11-17,30.0,M,F,False
14,Judge Rinder,Oksana Platero,5,Jive,Latin,Boogie Woogie Bugle Boy,The Andrews Sisters,29,6.0,8.0,7.0,,,8.0,,,,safe,1978-05-31,38.0,M,F,False
14,Lesley Joseph,Anton Du Beke,5,Tango,Ballroom,Whatever Lola Wants,Gotan Project,24,5.0,7.0,6.0,,,6.0,,,,eliminated,1945-10-14,70.0,F,M,False
14,Greg Rutherford,Natalie Lowe,5,Cha-Cha-Cha,Latin,We Found Love,"Rihanna, feat. Calvin Harris",24,4.0,7.0,7.0,,,6.0,,,,safe,1986-11-17,29.0,M,F,False
14,Anastacia,Gorka Márquez,5,Quickstep,Ballroom,My Kind of Town,Frank Sinatra,30,7.0,8.0,8.0,,,7.0,,,,safe,1968-09-17,47.0,F,M,False
14,Louise Redknapp,Kevin Clifton,5,Rumba,Latin,Always on My Mind,Michael Bublé,33,8.0,8.0,9.0,,,8.0,,,,safe,1974-11-04,41.0,F,M,False
14,Ed Balls,Katya Jones,5,American Smooth,Ballroom,Is This the Way to Amarillo,Tony Christie,18,2.0,6.0,4.0,,,6.0,,,,safe,1967-02-25,49.0,M,F,False
14,Ore Oduba,Joanne Clifton,5,Waltz,Ballroom,I Will Always Love You,Claudia Streza,36,9.0,9.0,9.0,,,9.0,,,,safe,1985-11-17,30.0,M,F,False
14,Daisy Lowe,Aljaž Škorjanec,5,Charleston,Other,Happy Feet,The Manhattan Rhythm Kings,32,8.0,8.0,8.0,,,8.0,,,,bottom-two,1989-01-27,27.0,F,M,False
14,Danny Mac,Oti Mabuse,5,Rumba,Latin,How Will I Know,Sam Smith,35,8.0,9.0,9.0,,,9.0,,,,safe,1988-02-26,28.0,M,F,False
14,Claudia Fragapane,AJ Pritchard,5,Samba,Latin,Young Hearts Run Free,Candi Staton,32,8.0,8.0,9.0,,,7.0,,,,safe,1997-10-24,18.0,F,M,False
14,Louise Redknapp,Kevin Clifton,6,Charleston,Other,Crazy in Love,Emeli Sandé,35,8.0,9.0,9.0,,,9.0,,,,safe,1974-11-04,41.0,F,M,False
14,Judge Rinder,Oksana Platero,6,Paso Doble,Latin,Born This Way,Lady Gaga,32,8.0,8.0,8.0,,,8.0,,,,safe,1978-05-31,38.0,M,F,False
14,Claudia Fragapane,AJ Pritchard,6,American Smooth,Ballroom,Black Magic,Little Mix,36,9.0,9.0,9.0,,,9.0,,,,safe,1997-10-24,18.0,F,M,False
14,Anastacia,Brendan Cole,6,Jive,Latin,Bat Out of Hell,Meat Loaf,25,4.0,7.0,7.0,,,7.0,,,,eliminated,1968-09-17,47.0,F,M,False
14,Danny Mac,Oti Mabuse,6,Foxtrot,Ballroom,Take Me to Church,Hozier,30,7.0,7.0,8.0,,,8.0,,,,safe,1988-02-26,28.0,M,F,False
14,Laura Whitmore,Giovanni Pernice,6,Tango,Ballroom,Paint It Black,The Rolling Stones,36,9.0,9.0,9.0,,,9.0,,,,safe,1985-05-04,31.0,F,M,False
14,Ore Oduba,Joanne Clifton,6,Charleston,Other,I Want Candy,Bow Wow Wow,32,6.0,9.0,9.0,,,8.0,,,,safe,1985-11-17,30.0,M,F,False
14,Greg Rutherford,Natalie Lowe,6,Rumba,Latin,Bring Me to Life,Evanescence,26,4.0,7.0,8.0,,,7.0,,,,safe,1986-11-17,29.0,M,F,False
14,Daisy Lowe,Aljaž Škorjanec,6,Paso Doble,Latin,Don't Let Me Be Misunderstood,Santa Esmeralda,33,8.0,8.0,9.0,,,8.0,,,,bottom-two,1989-01-27,27.0,F,M,False
14,Ed Balls,Katya Jones,6,Cha-Cha-Cha,Latin,Love Potion No. 9,Hansel Martinez,26,4.0,7.0,8.0,,,7.0,,,,safe,1967-02-25,49.0,M,F,False
14,Danny Mac,Oti Mabuse,7,Jive,Latin,Long Tall Sally,Cagey Strings Band,38,9.0,9.0,10.0,,,10.0,,,,safe,1988-02-26,28.0,M,F,False
14,Daisy Lowe,Aljaž Škorjanec,7,Viennese Waltz,Ballroom,Daisy Bell,Harry Dacre,34,8.0,9.0,9.0,,,8.0,,,,safe,1989-01-27,27.0,F,M,False
14,Ore Oduba,Joanne Clifton,7,Salsa,Latin,Turn the Beat Around,Vicki Sue Robinson,34,8.0,9.0,9.0,,,8.0,,,,bottom-two,1985-11-17,30.0,M,F,False
14,Ed Balls,Katya Jones,7,Quickstep,Ballroom,Help!,The Beatles,27,6.0,7.0,7.0,,,7.0,,,,safe,1967-02-25,49.0,M,F,False
14,Laura Whitmore,Giovanni Pernice,7,Samba,Latin,Bamboléo,Gipsy Kings,32,7.0,8.0,9.0,,,8.0,,,,eliminated,1985-05-04,31.0,F,M,False
14,Judge Rinder,Oksana Platero,7,Quickstep,Ballroom,It Don't Mean a Thing (If It Ain't Got That Swing),Chantz Powell,33,8.0,8.0,8.0,,,9.0,,,,safe,1978-05-31,38.0,M,F,False
14,Louise Redknapp,Kevin Clifton,7,Argentine Tango,Latin,Tanguera,Sexteto Mayor,39,9.0,10.0,10.0,,,10.0,,,,safe,1974-11-04,41.0,F,M,False
14,Greg Rutherford,Natalie Lowe,7,Viennese Waltz,Ballroom,You Don't Own Me,Grace,32,8.0,8.0,8.0,,,8.0,,,,safe,1986-11-17,29.0,M,F,False
14,Claudia Fragapane,AJ Pritchard,7,Paso Doble,Latin,Shut Up and Dance,Walk the Moon,33,8.0,8.0,9.0,,,8.0,,,,safe,1997-10-24,18.0,F,M,False
14,Daisy Lowe,Aljaž Škorjanec,8,Salsa,Latin,Groove Is in the Heart,Deee-Lite,31,7.0,8.0,8.0,,,8.0,,,,eliminated,1989-01-27,27.0,F,M,False
14,Greg Rutherford,Natalie Lowe,8,Paso Doble,Latin,Tamacun,Rodrigo y Gabriela,31,7.0,8.0,8.0,,,8.0,,,,bottom-two,1986-11-17,29.0,M,F,False
14,Judge Rinder,Oksana Platero,8,Foxtrot,Ballroom,You Make Me Feel So Young,Frank Sinatra,33,7.0,9.0,8.0,,,9.0,,,,safe,1978-05-31,38.0,M,F,False
14,Ore Oduba,Joanne Clifton,8,Rumba,Latin,Ordinary People,John Legend,35,8.0,9.0,9.0,,,9.0,,,,safe,1985-11-17,30.0,M,F,False
14,Ed Balls,Katya Jones,8,Salsa,Latin,Gangnam Style,Psy,25,4.0,8.0,6.0,,,7.0,,,,safe,1967-02-25,49.0,M,F,False
14,Claudia Fragapane,AJ Pritchard,8,Viennese Waltz,Ballroom,Breakaway,Kelly Clarkson,36,9.0,9.0,9.0,,,9.0,,,,safe,1997-10-24,18.0,F,M,False
14,Danny Mac,Oti Mabuse,8,Argentine Tango,Latin,I Heard It Through the Grapevine,Marvin Gaye,38,9.0,10.0,10.0,,,9.0,,,,safe,1988-02-26,28.0,M,F,False
14,Louise Redknapp,Kevin Clifton,8,American Smooth,Ballroom,Big Spender,Shirley Bassey,37,9.0,9.0,10.0,,,9.0,,,,safe,1974-11-04,41.0,F,M,False
14,Claudia Fragapane,AJ Pritchard,9,Jive,Latin,Mickey,Toni Basil,36,9.0,9.0,9.0,,,9.0,,,,bottom-two,1997-10-24,18.0,F,M,False
14,Ore Oduba,Joanne Clifton,9,Viennese Waltz,Ballroom,That's Life,Frank Sinatra,38,8.0,10.0,10.0,,,10.0,,,,safe,1985-11-17,30.0,M,F,False
14,Louise Redknapp,Kevin Clifton,9,Paso Doble,Latin,Explosive,Bond,38,9.0,10.0,10.0,,,9.0,,,,safe,1974-11-04,41.0,F,M,False
14,Danny Mac,Oti Mabuse,9,Charleston,Other,Puttin' On the Ritz,Gregory Porter,40,10.0,10.0,10.0,,,10.0,,,,safe,1988-02-26,28.0,M,F,False
14,Ed Balls,Katya Jones,9,Jive,Latin,Great Balls of Fire,Jerry Lee Lewis,23,4.0,7.0,6.0,,,6.0,,,,safe,1967-02-25,49.0,M,F,False
14,Greg Rutherford,Natalie Lowe,9,Quickstep,Ballroom,Born to Hand Jive,Sha Na Na,32,8.0,8.0,8.0,,,8.0,,,,eliminated,1986-11-17,29.0,M,F,False
14,Judge Rinder,Oksana Platero,9,Salsa,Latin,Spice Up Your Life,Spice Girls,33,8.0,8.0,8.0,,,9.0,,,,safe,1978-05-31,38.0,M,F,False
14,Danny Mac,Oti Mabuse,10,Samba,Latin,Magalenha,"Sérgio Mendes, feat. Carlinhos Brown",40,10.0,10.0,10.0,,,10.0,,,,safe,1988-02-26,28.0,M,F,False
14,Ore Oduba,Joanne Clifton,10,Paso Doble,Latin,Everybody Wants to Rule the World,Lorde,36,8.0,9.0,10.0,,,9.0,,,,safe,1985-11-17,30.0,M,F,False
14,Louise Redknapp,Kevin Clifton,10,Waltz,Ballroom,At This Moment,Michael Bublé,39,9.0,10.0,10.0,,,10.0,,,,safe,1974-11-04,41.0,F,M,False
14,Judge Rinder,Oksana Platero,10,Rumba,Latin,Lean on Me,Bill Withers,29,6.0,8.0,7.0,,,8.0,,,,bottom-two,1978-05-31,38.0,M,F,False
14,Ed Balls,Katya Jones,10,Tango,Ballroom,(I Can't Get No) Satisfaction,The Rolling Stones,23,4.0,7.0,6.0,,,6.0,,,,eliminated,1967-02-25,49.0,M,F,False
14,Claudia Fragapane,AJ Pritchard,10,Argentine Tango,Latin,Cry Me a River,Justin Timberlake,36,9.0,9.0,9.0,,,9.0,,,,safe,1997-10-24,18.0,F,M,False
14,Ed Balls,Katya Jones,10,Cha-Cha-Challenge(Cha-Cha-Cha Marathon),Other,I Like It Like That,Pete Rodriguez,1,,,,,,,,,,eliminated,1967-02-25,49.0,M,F,False
14,Judge Rinder,Oksana Platero,10,,Other,,,2,,,,,,,,,,,1978-05-31,38.0,M,F,False
14,Claudia Fragapane,AJ Pritchard,10,,Other,,,3,,,,,,,,,,,1997-10-24,18.0,F,M,False
14,Ore Oduba,Joanne Clifton,10,,Other,,,4,,,,,,,,,,,1985-11-17,30.0,M,F,False
14,Danny Mac,Oti Mabuse,10,,Other,,,5,,,,,,,,,,,1988-02-26,28.0,M,F,False
14,Louise Redknapp,Kevin Clifton,10,,Other,,,6,,,,,,,,,,,1974-11-04,41.0,F,M,False
14,Ore Oduba,Joanne Clifton,11,Foxtrot,Ballroom,"""Pure Imagination""",,36,9.0,9.0,9.0,,,9.0,,,,bottom-two,1985-11-17,30.0,M,F,False
14,Judge Rinder,Oksana Platero,11,Samba,Latin,"""December, 1963 (Oh, What a Night)""",,31,7.0,8.0,8.0,,,8.0,,,,eliminated,1978-05-31,38.0,M,F,False
14,Louise Redknapp,Kevin Clifton,11,Quickstep,Ballroom,The Deadwood Stage (Whip,"Crack-Away!)""",37,9.0,9.0,10.0,,,9.0,,,,safe,1974-11-04,41.0,F,M,False
14,Claudia Fragapane,AJ Pritchard,11,Salsa,Latin,"""I Just Can't Wait to Be King""",,37,9.0,9.0,10.0,,,9.0,,,,safe,1997-10-24,18.0,F,M,False
14,Danny Mac,Oti Mabuse,11,Tango,Ballroom,"""One Night Only""",,38,9.0,9.0,10.0,,,10.0,,,,safe,1988-02-26,28.0,M,F,False
14,Louise Redknapp,Kevin Clifton,12,Tango,Ballroom,Glad All Over,The Dave Clark Five,37,9.0,9.0,10.0,,,9.0,,,,safe,1974-11-04,41.0,F,M,False
14,Louise Redknapp,Kevin Clifton,12,Samba,Latin,Aquarela do Brasil,Thiago Thomé,36,9.0,9.0,9.0,,,9.0,,,,safe,1974-11-04,41.0,F,M,False
14,Danny Mac,Oti Mabuse,12,Salsa,Latin,Vivir Mi Vida,Marc Anthony,37,9.0,9.0,10.0,,,9.0,,,,bottom-two,1988-02-26,28.0,M,F,False
14,Danny Mac,Oti Mabuse,12,American Smooth,Ballroom,Misty Blue,Dorothy Moore,39,10.0,10.0,10.0,,,9.0,,,,bottom-two,1988-02-26,28.0,M,F,False
14,Claudia Fragapane,AJ Pritchard,12,Rumba,Latin,Bleeding Love,Leona Lewis,35,8.0,9.0,9.0,,,9.0,,,,eliminated,1997-10-24,18.0,F,M,False
14,Claudia Fragapane,AJ Pritchard,12,Quickstep,Ballroom,When You're Smiling,Andy Williams,38,9.0,10.0,10.0,,,9.0,,,,eliminated,1997-10-24,18.0,F,M,False
14,Ore Oduba,Joanne Clifton,12,Quickstep,Ballroom,Are You Gonna Be My Girl,Jet,38,8.0,10.0,10.0,,,10.0,,,,safe,1985-11-17,30.0,M,F,False
14,Ore Oduba,Joanne Clifton,12,Argentine Tango,Latin,Can't Get You Out of My Head,Kylie Minogue,39,9.0,10.0,10.0,,,10.0,,,,safe,1985-11-17,30.0,M,F,False
14,Ore Oduba,Joanne Clifton,13,American Smooth,Ballroom,Singin' in the Rain,from Singin' in the Rain,39,9.0,10.0,10.0,,,10.0,,,,winner,1985-11-17,30.0,M,F,False
14,Ore Oduba,Joanne Clifton,13,Showdance,Other,I Got Rhythm,George Gershwin & Ira Gershwin,40,10.0,10.0,10.0,,,10.0,,,,winner,1985-11-17,30.0,M,F,False
14,Ore Oduba,Joanne Clifton,13,Jive,Latin,Runaway Baby,Bruno Mars,40,10.0,10.0,10.0,,,10.0,,,,winner,1985-11-17,30.0,M,F,False
14,Louise Redknapp,Kevin Clifton,13,Cha-Cha-Cha,Latin,Flashdance... What a Feeling,from Flashdance,38,9.0,10.0,10.0,,,9.0,,,,runner-up,1974-11-04,41.0,F,M,False
14,Louise Redknapp,Kevin Clifton,13,Showdance,Other,One Moment in Time,Whitney Houston,38,9.0,10.0,10.0,,,9.0,,,,runner-up,1974-11-04,41.0,F,M,False
14,Louise Redknapp,Kevin Clifton,13,Argentine Tango,Latin,Tanguera,Sexteto Mayor,40,10.0,10.0,10.0,,,10.0,,,,runner-up,1974-11-04,41.0,F,M,False
14,Danny Mac,Oti Mabuse,13,Quickstep,Ballroom,I Won't Dance,Fred Astaire,36,9.0,9.0,9.0,,,9.0,,,,runner-up,1988-02-26,28.0,M,F,False
14,Danny Mac,Oti Mabuse,13,Showdance,Other,Set Fire to the Rain,Adele,40,10.0,10.0,10.0,,,10.0,,,,runner-up,1988-02-26,28.0,M,F,False
14,Danny Mac,Oti Mabuse,13,Samba,Latin,Magalenha,"Sérgio Mendes, feat. Carlinhos Brown",40,10.0,10.0,10.0,,,10.0,,,,runner-up,1988-02-26,28.0,M,F,False
15,Gemma Atkinson,Aljaž Škorjanec,1,Cha-Cha-Cha,Latin,There's Nothing Holdin' Me Back,Shawn Mendes,20,4.0,5.0,6.0,,,5.0,,,,,1984-11-16,32.0,F,M,False
15,Brian Conley,Amy Dowden,1,Tango,Ballroom,Temptation,Heaven 17,16,3.0,4.0,5.0,,,4.0,,,,,1961-08-07,56.0,M,F,False
15,Alexandra Burke,Gorka Márquez,1,Waltz,Ballroom,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,24,5.0,6.0,7.0,,,6.0,,,,,1988-08-25,29.0,F,M,False
15,Simon Rimmer,Karen Clifton,1,Paso Doble,Latin,Song 2,Blur,17,3.0,5.0,4.0,,,5.0,,,,,1963-05-05,54.0,M,,False
15,Charlotte Hawkins,Brendan Cole,1,Foxtrot,Ballroom,The Best Is Yet to Come,Michael Bublé,22,5.0,6.0,6.0,,,5.0,,,,,1975-05-16,42.0,F,M,False
15,Chizzy Akudolu,Pasha Kovalev,1,Cha-Cha-Cha,Latin,Boogie Fever,The Sylvers,21,4.0,6.0,6.0,,,5.0,,,,,1973-10-07,43.0,F,M,False
15,Jonnie Peacock,Oti Mabuse,1,Waltz,Ballroom,When I Need You,Luther Vandross,20,4.0,5.0,6.0,,,5.0,,,,,1993-05-28,24.0,M,F,False
15,Joe McFadden,Katya Jones,1,Jive,Latin,Rockin' Robin,Michael Jackson,29,7.0,8.0,7.0,,,7.0,,,,,1975-10-09,41.0,M,F,False
15,Susan Calman,Kevin Clifton,1,Viennese Waltz,Ballroom,Mad About the Boy,Dinah Washington,20,5.0,5.0,5.0,,,5.0,,,,,1974-11-06,42.0,F,M,False
15,Debbie McGee,Giovanni Pernice,1,Paso Doble,Latin,Be Italian,Fergie,30,8.0,7.0,7.0,,,8.0,,,,,1958-10-31,58.0,F,M,False
15,Davood Ghadami,Nadiya Bychkova,1,Cha-Cha-Cha,Latin,Dedication to My Ex (Miss That),"Lloyd, feat. André 3000",27,6.0,7.0,7.0,,,7.0,,,,,1982-08-07,35.0,M,F,False
15,Ruth Langsford,Anton Du Beke,1,Waltz,Ballroom,This Nearly Was Mine,Seth MacFarlane,16,3.0,4.0,5.0,,,4.0,,,,,1960-03-17,57.0,F,M,False
15,Rev. Richard,Dianne Buswell,1,Cha-Cha-Cha,Latin,There Must Be an Angel (Playing with My Heart),Eurythmics,17,2.0,6.0,5.0,,,4.0,,,,,,,,F,False
15,Mollie King,AJ Pritchard,1,Jive,Latin,"Good Golly, Miss Molly",Little Richard,23,4.0,7.0,6.0,,,6.0,,,,,1987-06-04,30.0,F,M,False
15,Aston Merrygold,Janette Manrara,1,Foxtrot,Ballroom,It Had to Be You,Harry Connick Jr.,31,7.0,8.0,8.0,,,8.0,,,,,1988-02-13,29.0,M,F,False
15,Chizzy Akudolu,Pasha Kovalev,2,Foxtrot,Ballroom,I'm a Woman,from Smokey Joe's Cafe,16,3.0,4.0,4.0,,,5.0,,,,eliminated,1973-10-07,43.0,F,M,False
15,Aston Merrygold,Janette Manrara,2,Salsa,Latin,Despacito,"Luis Fonsi & Daddy Yankee, feat. Justin Bieber",32,7.0,8.0,9.0,,,8.0,,,,safe,1988-02-13,29.0,M,F,False
15,Susan Calman,Kevin Clifton,2,Charleston,Other,If You Knew Susie,Enoch Light & The Charleston City All-Stars,22,3.0,7.0,6.0,,,6.0,,,,safe,1974-11-06,42.0,F,M,False
15,Charlotte Hawkins,Brendan Cole,2,Cha-Cha-Cha,Latin,Sugar,Maroon 5,12,2.0,3.0,3.0,,,4.0,,,,safe,1975-05-16,42.0,F,M,False
15,Joe McFadden,Katya Jones,2,Tango,Ballroom,Castle on the Hill,Ed Sheeran,22,5.0,5.0,6.0,,,6.0,,,,safe,1975-10-09,41.0,M,F,False
15,Brian Conley,Amy Dowden,2,Cha-Cha-Cha,Latin,Shake Your Groove Thing,Peaches & Herb,19,3.0,5.0,6.0,,,5.0,,,,bottom-two,1961-08-07,56.0,M,F,False
15,Gemma Atkinson,Aljaž Škorjanec,2,Waltz,Ballroom,Un Giorno Per Noi (A Time for Us),Josh Groban,26,6.0,7.0,7.0,,,6.0,,,,safe,1984-11-16,32.0,F,M,False
15,Rev. Richard,Dianne Buswell,2,American Smooth,Ballroom,Love Really Hurts Without You,Billy Ocean,17,3.0,5.0,5.0,,,4.0,,,,safe,,,,F,False
15,Ruth Langsford,Anton Du Beke,2,Charleston,Other,The Charleston,Bob Wilson and his Varsity Rhythm Boys,20,3.0,6.0,6.0,,,5.0,,,,safe,1960-03-17,57.0,F,M,False
15,Simon Rimmer,Karen Clifton,2,Waltz,Ballroom,You'll Never Walk Alone,Rodgers and Hammerstein,19,4.0,6.0,5.0,,,4.0,,,,safe,1963-05-05,54.0,M,,False
15,Mollie King,AJ Pritchard,2,Tango,Ballroom,Addicted to Love,Tina Turner,25,4.0,8.0,7.0,,,6.0,,,,safe,1987-06-04,30.0,F,M,False
15,Jonnie Peacock,Oti Mabuse,2,Jive,Latin,Johnny B. Goode,Chuck Berry,29,6.0,8.0,8.0,,,7.0,,,,safe,1993-05-28,24.0,M,F,False
15,Debbie McGee,Giovanni Pernice,2,Viennese Waltz,Ballroom,She's Always a Woman,Billy Joel,34,8.0,9.0,8.0,,,9.0,,,,safe,1958-10-31,58.0,F,M,False
15,Davood Ghadami,Nadiya Bychkova,2,Quickstep,Ballroom,Last Nite,The Strokes,27,6.0,7.0,7.0,,,7.0,,,,safe,1982-08-07,35.0,M,F,False
15,Alexandra Burke,Gorka Márquez,2,Paso Doble,Latin,Ven a Bailar,Jennifer Lopez,36,9.0,9.0,9.0,,,9.0,,,,safe,1988-08-25,29.0,F,M,False
15,Simon Rimmer,Karen Clifton,3,Quickstep,Ballroom,"""You've Got a Friend in Me""",,19,3.0,6.0,5.0,,,5.0,,,,bottom-two,1963-05-05,54.0,M,,False
15,Ruth Langsford,Anton Du Beke,3,Rumba,Latin,"""Diamonds Are Forever""",,15,3.0,3.0,4.0,,,5.0,,,,safe,1960-03-17,57.0,F,M,False
15,Mollie King,AJ Pritchard,3,American Smooth,Ballroom,"""Climb Ev'ry Mountain""",,30,7.0,8.0,8.0,,,7.0,,,,safe,1987-06-04,30.0,F,M,False
15,Rev. Richard,Dianne Buswell,3,Paso Doble,Latin,"""Flash's Theme""",,14,2.0,4.0,4.0,,,4.0,,,,eliminated,,,,F,False
15,Debbie McGee,Giovanni Pernice,3,Quickstep,Ballroom,"""Let's Call the Whole Thing Off""",,29,6.0,7.0,8.0,,,8.0,,,,safe,1958-10-31,58.0,F,M,False
15,Brian Conley,Amy Dowden,3,American Smooth,Ballroom,"""If I Only Had a Brain""",,22,5.0,6.0,6.0,,,5.0,,,,safe,1961-08-07,56.0,M,F,False
15,Gemma Atkinson,Aljaž Škorjanec,3,Charleston,Other,"""The Bare Necessities""",,31,7.0,8.0,8.0,,,8.0,,,,safe,1984-11-16,32.0,F,M,False
15,Charlotte Hawkins,Brendan Cole,3,Tango,Ballroom,"""Danger Zone""",,17,4.0,4.0,4.0,,,5.0,,,,safe,1975-05-16,42.0,F,M,False
15,Jonnie Peacock,Oti Mabuse,3,Paso Doble,Latin,"""The Raiders March""",,26,6.0,7.0,7.0,,,6.0,,,,safe,1993-05-28,24.0,M,F,False
15,Susan Calman,Kevin Clifton,3,Samba,Latin,"""Wonder Woman Theme""",,20,4.0,5.0,6.0,,,5.0,,,,safe,1974-11-06,42.0,F,M,False
15,Joe McFadden,Katya Jones,3,Viennese Waltz,Ballroom,"""Somewhere My Love""",,32,8.0,8.0,8.0,,,8.0,,,,safe,1975-10-09,41.0,M,F,False
15,Aston Merrygold,Janette Manrara,3,Cha-Cha-Cha,Latin,"""Can't Stop the Feeling!""",,35,8.0,9.0,9.0,,,9.0,,,,safe,1988-02-13,29.0,M,F,False
15,Alexandra Burke,Gorka Márquez,3,American Smooth,Ballroom,"""Wouldn't It Be Loverly""",,33,8.0,8.0,9.0,,,8.0,,,,safe,1988-08-25,29.0,F,M,False
15,Davood Ghadami,Nadiya Bychkova,3,Samba,Latin,"""Stayin' Alive""",,25,4.0,7.0,7.0,,,7.0,,,,safe,1982-08-07,35.0,M,F,False
15,Debbie McGee,Giovanni Pernice,4,Cha-Cha-Cha,Latin,The Shoop Shoop Song (It's in His Kiss),Cher,27,6.0,7.0,8.0,,,6.0,,,,safe,1958-10-31,58.0,F,M,False
15,Brian Conley,Amy Dowden,4,Paso Doble,Latin,I Believe in a Thing Called Love,The Darkness,21,4.0,6.0,5.0,,,6.0,,,,safe,1961-08-07,56.0,M,F,False
15,Mollie King,AJ Pritchard,4,Salsa,Latin,Súbeme la Radio,Enrique Iglesias,27,6.0,7.0,7.0,,,7.0,,,,safe,1987-06-04,30.0,F,M,False
15,Davood Ghadami,Nadiya Bychkova,4,Viennese Waltz,Ballroom,Say You Love Me,Jessie Ware,29,6.0,8.0,8.0,,,7.0,,,,bottom-two,1982-08-07,35.0,M,F,False
15,Charlotte Hawkins,Brendan Cole,4,Jive,Latin,Marry You,Bruno Mars,19,4.0,5.0,5.0,,,5.0,,,,eliminated,1975-05-16,42.0,F,M,False
15,Joe McFadden,Katya Jones,4,Cha-Cha-Cha,Latin,You Keep Me Hangin' On,Human Nature,24,5.0,6.0,6.0,,,7.0,,,,safe,1975-10-09,41.0,M,F,False
15,Ruth Langsford,Anton Du Beke,4,Tango,Ballroom,Allegretto,Bond,24,6.0,6.0,6.0,,,6.0,,,,safe,1960-03-17,57.0,F,M,False
15,Aston Merrygold,Janette Manrara,4,Quickstep,Ballroom,Mr. Blue Sky,Electric Light Orchestra,32,7.0,8.0,9.0,,,8.0,,,,safe,1988-02-13,29.0,M,F,False
15,Simon Rimmer,Karen Clifton,4,Samba,Latin,Copacabana,Barry Manilow,19,4.0,5.0,5.0,,,5.0,,,,safe,1963-05-05,54.0,M,,False
15,Gemma Atkinson,Aljaž Škorjanec,4,Paso Doble,Latin,Viva la Vida,Coldplay,35,8.0,9.0,9.0,,,9.0,,,,safe,1984-11-16,32.0,F,M,False
15,Alexandra Burke,Gorka Márquez,4,Jive,Latin,Proud Mary,Tina Turner,39,9.0,10.0,10.0,,,10.0,,,,safe,1988-08-25,29.0,F,M,False
15,Jonnie Peacock,Oti Mabuse,4,American Smooth,Ballroom,Cry Me a River,Michael Bublé,31,7.0,8.0,8.0,,,8.0,,,,safe,1993-05-28,24.0,M,F,False
15,Susan Calman,Kevin Clifton,4,Quickstep,Ballroom,Bring Me Sunshine,The Jive Aces,30,7.0,8.0,8.0,,,7.0,,,,safe,1974-11-06,42.0,F,M,False
15,Davood Ghadami,Nadiya Bychkova,5,Jive,Latin,Tell Her About It,Billy Joel,22,6.0,8.0,,,,8.0,,,,safe,1982-08-07,35.0,M,F,False
15,Mollie King,AJ Pritchard,5,Viennese Waltz,Ballroom,Anyone Who Had a Heart,Cilla Black,24,8.0,8.0,,,,8.0,,,,safe,1987-06-04,30.0,F,M,False
15,Simon Rimmer,Karen Clifton,5,Charleston,Other,Fit as a Fiddle (And Ready for Love),Gene Kelly,16,5.0,6.0,,,,5.0,,,,bottom-two,1963-05-05,54.0,M,,False
15,Debbie McGee,Giovanni Pernice,5,Rumba,Latin,Baby Can I Hold You,Tracy Chapman,27,9.0,9.0,,,,9.0,,,,safe,1958-10-31,58.0,F,M,False
15,Brian Conley,Amy Dowden,5,Jive,Latin,It's Not Unusual,Tom Jones,16,4.0,6.0,,,,6.0,,,,eliminated,1961-08-07,56.0,M,F,False
15,Susan Calman,Kevin Clifton,5,Cha-Cha-Cha,Latin,Shout Out to My Ex,Little Mix,16,4.0,7.0,,,,5.0,,,,safe,1974-11-06,42.0,F,M,False
15,Aston Merrygold,Janette Manrara,5,Waltz,Ballroom,Can't Help Falling in Love,Mree,24,8.0,8.0,,,,8.0,,,,safe,1988-02-13,29.0,M,F,False
